postcode,latitude,longitude,suburbs
3198,-38.103194,145.137811,"Belvedere Park, Seaford"
3199,-38.162578,145.135961,"Frankston, Frankston East, Frankston Heights, Frankston South, Karingal, Karingal Centre"
3200,-38.126458,145.157574,"Frankston North, Pines Forest"
3201,-38.092874,145.177905,Carrum Downs
3202,-37.960555,145.092698,Heatherton
3204,-37.916956,145.036783,"Bentleigh, Mckinnon, Ormond, Patterson"
3205,-37.831693,144.958176,"South Melbourne, South Melbourne Dc"
3206,-37.846534,144.95086,"Albert Park, Middle Park"
3207,-37.832179,144.918044,"Garden City, Port Melbourne"
3211,-37.943586,144.498479,Little River
3212,-38.039958,144.422666,"Avalon, Lara, Point Wilson"
3213,-38.091,144.2779,"Anakie, Batesford, Lovely Banks, Moorabool"
3214,-38.084781,144.352385,"Corio, Norlane, North Shore"
3215,-38.111002,144.33452,"Bell Park, Bell Post Hill, Drumcondra, Geelong North, Hamlyn Heights, North Geelong, Rippleside"
3216,-38.215906,144.334005,"Belmont, Freshwater Creek, Grovedale, Grovedale East, Highton, Marshall, Mount Duneed, Wandana Heights, Waurn Ponds"
3217,-38.27029834,144.249583,"Armstrong Creek, Charlemont, Deakin University, Freshwater Creek, Mount Duneed"
3218,-38.138728,144.330986,"Fyansford, Geelong West, Herne Hill, Manifold Heights, Murgheboluc, Stonehaven"
3219,-38.17277,144.389533,"Breakwater, East Geelong, Newcomb, St Albans Park, Thomson, Whittington"
3220,-38.157038,144.34652,"Bareena, Geelong, Newtown, South Geelong"
3221,-38.181608,144.427419,"Anakie, Barrabool, Batesford, Bellarine, Ceres, Fyansford, Geelong Mc, Gnarwarre, Grey River, Kennett River, Lovely Banks, Moolap, Moorabool, Murgheboluc, Separation Creek, Staughton Vale, Stonehaven, Sugarloaf, Wallington, Wongarra, Wye River"
3222,-38.209921,144.572989,"Clifton Springs, Curlewis, Drysdale, Mannerim, Marcus Hill, Wallington"
3223,-38.147989,144.668477,"Bellarine, Indented Head, Portarlington, St Leonards"
3224,-38.202905,144.462401,"Leopold, Moolap"
3225,-38.271074,144.614191,"Point Lonsdale, Queenscliff, Swan Bay, Swan Island"
3226,-38.263811,144.523761,Ocean Grove
3227,-38.263052,144.40814,"Barwon Heads, Breamlea, Connewarre"
3228,-38.307545,144.299978,"Bellbrae, Bells Beach, Jan Juc, Torquay"
3230,-38.409363,144.176397,Anglesea
3231,-38.459435,144.106892,"Aireys Inlet, Big Hill, Eastern View, Fairhaven, Moggs Creek"
3232,-38.544977,143.970167,"Big Hill, Lorne"
3233,-38.679417,143.671777,"Apollo Bay, Cape Otway, Marengo, Petticoat Creek, Skenes Creek, Skenes Creek North"
3234,-38.69,143.7961,"Grey River, Kennett River, Separation Creek, Sugarloaf, Wongarra, Wye River"
3235,-38.411964,143.924288,"Benwerrin, Boonah, Deans Marsh, Pennyroyal"
3236,-38.521903,143.712384,"Forrest, Mount Sabine"
3237,-38.716838,143.474392,"Aire Valley, Beech Forest, Ferguson, Gellibrand Lower, Wattle Hill, Weeaproinah, Wyelangta, Yuulong"
3238,-38.781787,143.429978,"Glenaire, Hordern Vale, Johanna, Lavers Hill"
3239,-38.564014,143.448102,"Carlisle River, Chapple Vale, Gellibrand, Kennedys Creek"
3240,-38.263005,144.174411,"Buckley, Gherang, Modewarre, Moriac, Mount Moriac, Paraparap"
3241,-38.20363,143.892824,"Bambra, Ombersley, Wensleydale, Winchelsea, Winchelsea South, Wurdiboluc"
3242,-38.346704,143.740326,Birregurra
3243,-38.364034,143.82588,"Barwon Downs, Gerangamete, Murroon, Warncoort, Whoorel"
3249,-38.388291,143.557159,"Alvie, Balintore, Barongarook, Barongarook West, Barramunga, Coragulac, Corunnun, Dreeite, Dreeite South, Gerangamete, Irrewarra, Irrewillipe, Irrewillipe East, Kawarren, Larpent, Nalangil, Ondit, Pirron Yallock, Pomborneit East, Swan Marsh, Tanybryn, Warrion, Wool Wool, Yeo, Yeodene"
3250,-38.311513,143.584742,"Colac, Colac East, Colac West, Elliminyt"
3251,-38.155186,143.648479,"Beeac, Cundare, Cundare North, Eurack, Weering"
3254,-38.289636,143.52228,Cororooke
3260,-38.209584,143.244766,"Bookaar, Bostocks Creek, Bungador, Camperdown, Carpendeit, Chocolyn, Gnotuk, Kariah, Koallah, Leslie Manor, Pomborneit, Pomborneit North, Skibo, South Purrumbete, Stonyford, Tandarook, Tesbury, Weerite"
3264,-38.232443,142.884394,Terang
3265,-38.178237,142.952372,"Boorcan, Cudgee, Dixie, Ecklin South, Ellerslie, Framlingham, Framlingham East, Garvoc, Glenormiston, Glenormiston North, Glenormiston South, Kolora, Laang, Noorat, Noorat East, Panmure, Taroon, The Sisters"
3266,-38.407094,143.133721,"Bullaharre, Cobden, Cobrico, Elingamite, Elingamite North, Glenfyne, Jancourt, Jancourt East, Naroghid, Simpson"
3267,-38.466647,143.06073,Scotts Creek
3268,-38.535802,142.908911,"Ayrford, Brucknell, Cooriemungle, Cowleys Creek, Curdie Vale, Curdies River, Curdievale, Heytesbury Lower, Newfield, Nirranda, Nirranda East, Nirranda South, Nullawarre, Nullawarre East, Nullawarre North, Paaratte, The Cove, Timboon, Timboon West"
3269,-38.660637,143.177116,"Port Campbell, Princetown, Waarre"
3270,-38.602117,142.870164,Peterborough
3271,-37.888549,142.98753,"Darlington, Dundonnell, Pura Pura"
3272,-37.982186,142.853634,"Mortlake, Woorndoo"
3273,-37.981249,142.660643,Hexham
3274,-37.960778,142.478612,Caramut
3275,-38.301794,142.457611,"Mailer Flat, Mailors Flat"
3276,-38.180923,142.409105,"Minjah, Woolsthorpe"
3277,-38.389835,142.660221,"Allansford, Mepunga, Mepunga East, Mepunga West, Naringal, Naringal East"
3278,-38.29668931,142.554533,"Purnim, Purnim West"
3279,-38.214555,142.657483,"Ballangeich, Wangoom"
3280,-38.37884,142.482889,"Dennington, Minjah, Warrnambool, Warrnambool East, Warrnambool West"
3281,-38.254454,142.630109,"Bushfield, Grassmere, Winslow, Woodford"
3282,-38.268176,142.351658,"Illowa, Koroit"
3283,-38.313434,142.328761,"Crossley, Killarney, Kirkstall, Southern Cross, Tarrone, Tower Hill, Warrong, Willatook, Yangery, Yarpturk"
3284,-38.270398,142.119266,"Orford, Port Fairy"
3285,-38.290199,142.058916,"Codrington, Narrawong, Rosebrook, St Helens, Toolong, Tyrendarra, Tyrendarra East, Yambuk"
3286,-38.036038,141.963223,"Condah Swamp, Knebsworth, Macarthur, Ripponhurst, Warrabkook"
3287,-38.059868,142.31953,"Hawkesdale, Minhamite"
3289,-37.893196,142.227754,"Gazette, Gerrigerrup, Penshurst, Purdeet, Tabor"
3292,-38.038873,141.051987,Nelson
3293,-37.655945,142.527253,"Glenthompson, Nareeb, Narrapumelap South"
3294,-37.573978,142.312764,"Dunkeld, Karabeal, Mirranatwa, Moutajup, Victoria Point, Victoria Valley, Woodhouse"
3300,-37.743155,142.013356,"Byaduk North, Hamilton"
3301,-38.118855,142.034141,"Bochara, Broadwater, Buckley Swamp, Byaduk, Croxton East, Hensley Park, Morgiana, Mount Napier, Strathkellar, Tahara, Tarrington, Wannon, Warrayure, Yatchaw, Yulecart"
3302,-37.847981,141.706379,"Branxholme, Grassdale"
3303,-37.980868,141.789606,"Breakaway Creek, Condah, Condah Swamp, Hotspur, Lake Condah, Wallacedale"
3304,-38.182084,141.952156,"Bessiebelle, Dartmoor, Drik Drik, Drumborg, Greenwald, Heywood, Homerton, Lyons, Milltown, Mumbannar, Myamyn, Winnap"
3305,-38.235475,141.437227,"Allestree, Bolwarra, Cape Bridgewater, Cashmore, Dutton Way, Gorae, Gorae West, Heathmere, Mount Richmond, Portland, Portland North, Portland West"
3309,-37.82644,141.511007,Digby
3310,-37.70789,141.549163,"Merino, Tahara West"
3311,-37.468159,141.229722,"Casterton, Corndale, Heath Field, Puralka"
3312,-37.6391,141.365747,"Bahgallah, Brimboal, Carapook, Chetwynd, Dergholm, Dorodong, Dunrobin, Henty, Killara, Lake Mundi, Lindsay, Muntham, Nangeela, Poolaijelo, Powers Creek, Sandford, Strathdownie, Wando Bridge, Wando Vale, Warrock"
3314,-37.586718,141.935665,"Bulart, Cavendish, Glenisla, Grampians, Mooralla, Woohlpooer"
3315,-37.408371,141.687516,"Brit Brit, Clover Flat, Coleraine, Coojar, Culla, Gringegalgona, Gritjurk, Hilgay, Konongwootong, Melville Forest, Muntham, Nareen, Parkwood, Paschendale, Tahara Bridge, Tarrayoukyan, Tarrenlea, Wootong Vale"
3317,-37.166673,141.451647,Harrow
3318,-37.025316,141.269571,"Charam, Connewirricoo, Edenhope, Jallakin, Kadnook, Langkoop, Meereek, Patyah, Ullswater"
3319,-36.873961,141.051389,"Apsley, Benayeo, Bringalbert"
3321,-38.087758,143.88056,"Hesse, Inverleigh, Wingeel"
3322,-38.021333,143.743305,Cressy
3323,-38.026314,143.520934,"Berrybank, Duverney, Foxhow"
3324,-37.941939,143.375414,"Lismore, Mingay, Mount Bute"
3325,-37.877452,143.185911,"Derrinallum, Larralea, Vite Vite, Vite Vite North"
3328,-38.018664,144.043058,Teesdale
3329,-37.983701,143.908716,"Barunah Park, Barunah Plains, Shelford"
3330,-37.918437,143.758576,Rokewood
3331,-38.049195,144.194625,"Bannockburn, Gheringhap, Maude, Russells Bridge, She Oaks, Steiglitz, Sutherlands Creek"
3332,-37.944446,144.097178,Lethbridge
3333,-37.87179,144.04476,"Bamganie, Meredith"
3334,-37.75803,144.086089,"Bungal, Cargerie, Elaine, Morrisons, Mount Doran"
3335,-37.724141,144.699671,"Bonnie Brook, Grangefields, Plumpton, Rockbank, Thornhill Park"
3336,-37.7332,144.7041,"Aintree, Deanside, Fraser Rise"
3337,-37.656057,144.571458,"Harkness, Kurunjang, Melton, Melton West, Toolern Vale"
3338,-37.705529,144.571033,"Brookfield, Cobblebank, Exford, Eynesbury, Melton South, Strathtulloh, Weir Views"
3340,-37.787135,144.394442,"Bacchus Marsh, Balliang, Balliang East, Coimadai, Darley, Glenmore, Hopetoun Park, Long Forest, Maddingley, Merrimu, Parwan, Rowsley, Staughton Vale"
3341,-37.573711,144.308232,"Dales Creek, Greendale, Korobeit, Myrniong, Pentland Hills"
3342,-37.651463,144.239102,"Ballan, Beremboke, Blakeville, Bunding, Colbrook, Durdidwarrah, Fiskville, Ingliston, Mount Wallace"
3345,-37.5878,144.123664,Gordon
3350,-37.571941,143.864505,"Alfredton, Bakery Hill, Ballarat, Ballarat Central, Ballarat East, Ballarat North, Ballarat West, Black Hill, Brown Hill, Canadian, Eureka, Golden Point, Invermay Park, Lake Wendouree, Lucas, Mount Clear, Mount Helen, Mount Pleasant, Nerrina, Newington, Redan, Soldiers Hill, Sovereign Hill"
3351,-37.758248,143.637463,"Berringa, Bo Peep, Cape Clear, Carngham, Chepstowe, Haddon, Happy Valley, Hillcrest, Illabarook, Lake Bolac, Mininera, Mortchup, Mount Emu, Nerrin Nerrin, Newtown, Nintingbool, Piggoreet, Pitfield, Rokewood Junction, Ross Creek, Scarsdale, Smythes Creek, Smythesdale, Snake Valley, Springdallah, Staffordshire Reef, Streatham, Wallinduc, Westmere"
3352,-37.482132,143.662387,"Addington, Ballarat Roadside Delivery, Barkstead, Blowhard, Bolwarrah, Bonshaw, Brewster, Bullarook, Bungaree, Bunkers Hill, Burrumbeet, Cambrian Hill, Cardigan, Cardigan Village, Chapel Flat, Clarendon, Claretown, Clarkes Hill, Corindhap, Dean, Dereel, Dunnstown, Durham Lead, Enfield, Ercildoune, Garibaldi, Glen Park, Glenbrae, Gong Gong, Grenville, Invermay, Lal Lal, Lamplough, Langi Kal Kal, Learmonth, Leigh Creek, Lexton, Magpie, Millbrook, Miners Rest, Mitchell Park, Mollongghip, Mount Bolton, Mount Egerton, Mount Mercer, Mount Mitchell, Mount Rowan, Napoleons, Navigators, Pootilla, Scotchmans Lead, Scotsburn, Springbank, Sulky, Wallace, Warrenheip, Wattle Flat, Waubra, Weatherboard, Werneth, Windermere, Yendon"
3353,-37.7778,144.835743,Ballarat
3354,-37.560917,143.867158,"Bakery Hill, Ballarat Mc"
3355,-37.530285,143.82561,"Lake Gardens, Mitchell Park, Wendouree, Wendouree Village"
3356,-37.592283,143.82846,"Bonshaw, Delacombe, Sebastopol"
3357,-37.653945,143.883416,"Buninyong, Scotsmans Lead, Yarrowee"
3358,-37.58012926,143.7928013,Winter Valley
3360,-37.779677,143.51253,"Happy Valley, Linton, Mannibadar, Pittong, Willowvale"
3361,-37.752643,143.373089,"Bradvale, Carranballac, Skipton"
3363,-37.420588,143.88637,"Creswick, Creswick North, Dean, Glendaruel, Langdons Hill, Mount Beckworth, Tourello"
3364,-37.334655,143.907186,"Allendale, Ascot, Bald Hills, Barkstead, Blampied, Broomfield, Cabbage Tree, Campbelltown, Coghills Creek, Glendonald, Glendonnell, Joyces Creek, Kingston, Kooroocheang, Lawrence, Mount Prospect, Newlyn, Newlyn North, Rocklyn, Smeaton, Smokey Town, Smokeytown, Springmount, Strathlea, Ullina, Werona"
3370,-37.252718,143.815613,"Clunes, Glengower, Mount Cameron, Ullina"
3371,-37.196938,143.635622,"Amherst, Burnbank, Caralulup, Dunach, Evansford, Lillicur, Mount Glasgow, Red Lion, Stony Creek, Talbot"
3373,-37.457785,143.343429,"Beaufort, Chute, Cross Roads, Lake Goldsmith, Lake Wongan, Main Lead, Mena Park, Nerring, Raglan, Shirley, Stockyard Hill, Stoneleigh, Trawalla, Waterloo"
3374,-37.231524,142.956916,Great Western
3375,-37.424288,143.143621,"Ballyrogan, Bayindeen, Buangor, Middle Creek"
3377,-37.231524,142.956916,"Amphitheatre, Ararat, Ararat East, Armstrong, Ben Nevis, Bulgana, Cathcart, Crowlands, Denicull Creek, Dobie, Dunneworthy, Eversley, Great Western, Jallukur, Langi Logan, Maroona, Mount Cole, Mount Cole Creek, Mount Lonarch, Moyston, Norval, Rhymney, Rocky Point, Rossbridge, Shays Flat, Warrak"
3378,-37.528792,142.985403,"Tatyoon, Yalla-Y-Poora"
3379,-37.534037,142.521439,"Berrambool, Bornes Hill, Chatsworth, Mafeking, Stavely, Watgania, Wickliffe, Willaura, Willaura North"
3380,-37.0666,142.771159,"Bellellen, Bridge Inn, Mokepilly, Stawell, Stawell West, Winjallok"
3381,-36.988914,142.7154,"Barkly, Bellellen, Bellfield, Black Range, Bolangum, Callawadda, Campbells Bridge, Concongella, Deep Lead, Fyans Creek, Germania, Greens Creek, Halls Gap, Illawarra, Joel Joel, Joel South, Kanya, Lake Fyans, Lake Lonsdale, Lubeck, Mokepilly, Morrl Morrl, Mount Dryden, Paradise, Pomonal, Rostron, Wal Wal, Wallaloo, Wallaloo East"
3384,-37.000261,143.126344,"Barkly, Concongella, Frenchmans, Joel Joel, Joel South, Landsborough, Landsborough West, Navarre, Shays Flat, Tulkara, Wattle Creek"
3385,-36.904185,142.647565,"Dadswells Bridge, Deep Lead, Glenorchy, Ledcourt, Lubeck, Riachella, Roses Gap, Wal Wal"
3387,-36.97659863,142.7584938,"Bolangum, Callawadda, Campbells Bridge, Germania, Greens Creek, Kanya, Marnoo, Marnoo West, Morrl Morrl, Wallaloo, Wallaloo East"
3388,-36.597861,142.693946,"Banyena, Rupanyup"
3390,-36.583744,142.487468,"Kewell, Murtoa"
3391,-36.092132,142.446015,Brim
3392,-36.430131,142.677858,"Boolite, Minyip, Sheep Hills"
3393,-36.257725,142.387341,"Ailsa, Angip, Aubrey, Bangerang, Cannum, Crymelon, Kellalac, Lah, Warracknabeal, Wilkur, Willenabrina"
3395,-35.918885,142.441984,"Beulah, Kenmare, Reedy Dam, Rosebery"
3396,-35.7157,142.329159,"Hopetoun, Hopevale, Yarto"
3399,-36.608521,142.357023,"Jung, Longerenong"
3400,-36.725245,142.203729,"Brimpaen, Horsham, Horsham West, St Helens Plains, Wartook, Wonwondah East, Wonwondah South"
